四海路西侧靠左,2018-12-24 16:00:00,2018-12-24 17:25:00,85,113.93291599999999,22.510441,203017
四海路西侧靠左,2018-12-24 18:50:00,2018-12-24 18:55:00,5,113.93291599999999,22.510441,203022
四海路西侧靠左,2018-12-24 16:50:00,2018-12-24 17:25:00,35,113.93291599999999,22.510441,203032
科技南十二路西侧靠左,2018-12-24 16:45:00,2018-12-24 16:55:00,10,113.962177,22.541352,211165
科技南十二路西侧靠左,2018-12-24 16:55:00,2018-12-24 17:25:00,30,113.962177,22.541352,211167
高新南七道南侧靠右,2018-12-24 17:50:00,2018-12-24 18:10:00,20,113.948268,22.538841,211175
高新南七道南侧靠右,2018-12-24 16:05:00,2018-12-24 16:10:00,5,113.948268,22.538841,211186
高新南七道南侧靠右,2018-12-24 16:30:00,2018-12-24 17:50:00,80,113.948268,22.538841,211190
高新南七道南侧靠右,2018-12-24 18:45:00,2018-12-24 20:00:00,75,113.948268,22.538841,211190
高新南七道南侧靠右,2018-12-24 16:45:00,2018-12-24 17:35:00,50,113.948268,22.538841,211192
高新南七道北侧靠左,2018-12-24 16:40:00,2018-12-24 16:50:00,10,113.948268,22.538841,211203
高新南七道北侧靠左,2018-12-24 16:40:00,2018-12-24 17:05:00,25,113.948268,22.538841,211212
高新南四道南侧靠右,2018-12-24 18:50:00,2018-12-24 19:35:00,45,113.963324,22.540668,211252
高新南四道北侧靠左,2018-12-24 17:15:00,2018-12-24 17:40:00,25,113.963324,22.540668,211266
高新南四道北侧靠左,2018-12-24 18:20:00,2018-12-24 18:40:00,20,113.963324,22.540668,211266
高新南三道北侧靠左,2018-12-24 17:55:00,2018-12-24 17:55:00,0,113.960522,22.543329999999997,211278
高新南三道北侧靠左,2018-12-24 16:35:00,2018-12-24 17:10:00,35,113.960522,22.543329999999997,211282
高新南三道北侧靠左,2018-12-24 18:20:00,2018-12-24 18:35:00,15,113.960522,22.543329999999997,211285
高新南三道北侧靠左,2018-12-24 17:20:00,2018-12-24 20:00:00,160,113.960522,22.543329999999997,211286
高新南三道北侧靠左,2018-12-24 18:25:00,2018-12-24 20:00:00,95,113.960522,22.543329999999997,211289
高新南三道北侧靠左,2018-12-24 16:00:00,2018-12-24 17:25:00,85,113.960522,22.543329999999997,211291
高新南三道北侧靠左,2018-12-24 17:45:00,2018-12-24 18:35:00,50,113.960522,22.543329999999997,211291
四海路西侧靠左,2018-12-24 18:15:00,2018-12-24 20:00:00,105,113.93291599999999,22.510441,203043
四海路西侧靠左,2018-12-24 18:10:00,2018-12-24 18:45:00,35,113.93291599999999,22.510441,203045
四海路西侧靠左,2018-12-24 17:30:00,2018-12-24 18:10:00,40,113.93291599999999,22.510441,203051
四海路西侧靠左,2018-12-24 18:20:00,2018-12-24 20:00:00,100,113.93291599999999,22.510441,203054
后海大道辅道(蛇口北段)东侧靠右,2018-12-24 18:35:00,2018-12-24 19:25:00,50,113.941676,22.530704,203127
荔园路(蛇口东段)北侧靠左,2018-12-24 16:25:00,2018-12-24 16:40:00,15,113.938447,22.50364,203259
荔园路(蛇口东段)北侧靠左,2018-12-24 16:40:00,2018-12-24 17:05:00,25,113.938447,22.50364,203260
荔园路(蛇口东段)北侧靠左,2018-12-24 17:05:00,2018-12-24 20:00:00,175,113.938447,22.50364,203267
荔园路(蛇口东段)西侧靠左,2018-12-24 18:55:00,2018-12-24 20:00:00,65,113.938447,22.50364,203319
工业九路西侧靠左,2018-12-24 18:35:00,2018-12-24 18:40:00,5,113.930613,22.508344,203331
工业九路西侧靠左,2018-12-24 16:00:00,2018-12-24 16:30:00,30,113.930613,22.508344,203334
工业九路西侧靠左,2018-12-24 16:50:00,2018-12-24 18:10:00,80,113.930613,22.508344,203339
工业九路西侧靠左,2018-12-24 17:20:00,2018-12-24 17:25:00,5,113.930613,22.508344,203344
工业九路西侧靠左,2018-12-24 17:05:00,2018-12-24 17:10:00,5,113.930613,22.508344,203351
工业九路西侧靠左,2018-12-24 18:40:00,2018-12-24 20:00:00,80,113.930613,22.508344,203356
工业九路西侧靠左,2018-12-24 18:05:00,2018-12-24 20:00:00,115,113.930613,22.508344,203357
工业九路西侧靠左,2018-12-24 18:45:00,2018-12-24 20:00:00,75,113.930613,22.508344,203371
工业九路西侧靠左,2018-12-24 18:45:00,2018-12-24 20:00:00,75,113.930613,22.508344,203373
工业九路西侧靠左,2018-12-24 18:30:00,2018-12-24 20:00:00,90,113.930613,22.508344,203374
工业九路西侧靠左,2018-12-24 16:05:00,2018-12-24 16:20:00,15,113.930613,22.508344,203379
南新路西侧靠左,2018-12-24 16:15:00,2018-12-24 16:35:00,20,113.91975,22.517717,204005
南新路西侧靠左,2018-12-24 17:05:00,2018-12-24 17:30:00,25,113.91975,22.517717,204005
南新路西侧靠左,2018-12-24 16:20:00,2018-12-24 16:25:00,5,113.91975,22.517717,204013
