,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,90,113.83617250837396,22.467560922188728,A,0.5,38.25839102932461,1.8415446969728744,113.91580802398637,22.544995234538717,2018-12-11 15:36:00,45,113.921489,22.542571,11
0,0,0,0,151,113.85797710795015,22.437292297613983,C,0.5,33.44746420837905,1.890259704251835,113.9531679659947,22.52095345238404,2018-12-11 15:39:00,125,113.94503,22.522916,32
1,1,1,1,206,113.86747971586432,22.625884985891037,B,0.5,32.90075501356225,1.5251022073973377,113.95550301173168,22.54486618322743,2018-12-11 15:39:00,80,113.954392,22.535928,75
2,2,2,2,122,113.84617189940977,22.601348709419163,C,0.5,34.32227761487637,1.1305954605869086,113.94239234582899,22.530853982841105,2018-12-11 15:40:00,10,113.937374,22.525269,29
3,3,3,3,228,113.86678986628431,22.481632485410923,C,0.5,34.147423934660786,1.4043916129572689,113.95408883037732,22.529366055134105,2018-12-11 15:43:00,30,113.96079099999999,22.530275,66
4,4,4,4,33,114.0053352412972,22.605213935444645,B,0.5,31.2541451808036,1.584623170949589,113.91941961353157,22.52764281170193,2018-12-11 15:44:00,80,113.91975,22.517717,13
5,5,5,5,200,113.89853434540464,22.46763613714284,C,0.5,30.059543774525643,1.6720023465090412,113.94913096607344,22.53935382869134,2018-12-11 15:44:00,90,113.95630200000001,22.546269,56
6,6,6,6,208,113.88277958841162,22.618221003456146,A,0.5,31.54367741483365,1.5284531418305618,113.96212255791866,22.54060709165734,2018-12-11 15:47:00,35,113.954392,22.535928,74
7,7,7,7,153,113.96192605161472,22.44633337474144,A,0.5,26.62785871768939,1.067923613593774,113.93219750336979,22.511765449684873,2018-12-11 15:48:00,210,113.93399699999999,22.521670999999998,7
8,8,8,8,156,113.99278649203217,22.43744643601138,C,0.5,35.644067675205804,1.5911311455228785,113.94208842078264,22.5287688966155,2018-12-11 15:48:00,65,113.93399699999999,22.521670999999998,9
9,9,9,9,167,113.85968004983916,22.53525209534352,A,0.5,28.016789621209593,1.0426946309222287,113.93672518069508,22.522978977339392,2018-12-11 15:48:00,65,113.94165,22.521807,35
10,10,10,10,98,113.855609298737,22.5955494163019,A,0.5,39.49566109046067,1.0721278629294952,113.94209279189808,22.516302949950227,2018-12-11 15:49:00,30,113.947657,22.509065,0
11,11,11,11,108,113.9391036423388,22.413269206250725,A,0.5,28.203164867087413,1.317329839691034,113.94597391571241,22.51165034482133,2018-12-11 15:49:00,10,113.947657,22.509065,0
12,12,12,12,205,113.93041523366816,22.639538147410413,C,0.5,27.359530296869245,1.2219640617619747,113.9530396711939,22.542763759462147,2018-12-11 15:49:00,230,113.95630200000001,22.546269,54
13,13,13,13,240,113.86903044646976,22.63203736919541,C,0.5,36.217408820313494,1.269020106025232,113.94684948489812,22.542418103241644,2018-12-11 15:50:00,20,113.95200700000001,22.544188000000002,51
14,14,14,14,155,114.02360665898287,22.53283516243525,B,0.5,39.67852187371686,1.4757937909264465,113.94139002909408,22.515423178742275,2018-12-11 15:52:00,5,113.93399699999999,22.521670999999998,7
15,15,15,15,99,114.03137314591362,22.510169273688927,B,0.5,33.86392898002487,1.7907585851782493,113.95296433773184,22.502438325307995,2018-12-11 15:53:00,10,113.947657,22.509065,0
16,16,16,16,56,113.96655231537012,22.605368844406318,A,0.5,33.17469907853881,1.5707139560227947,113.93173371809536,22.51129231806907,2018-12-11 15:54:00,15,113.93258,22.516243,47
17,17,17,17,137,113.97405891563999,22.521804369436143,C,0.5,36.448099170623706,1.6718897278024474,113.95082460953181,22.526880241358505,2018-12-11 15:54:00,10,113.94321299999999,22.522191,29
18,18,18,18,214,113.95867953352828,22.484218778797146,B,0.5,25.025146515393185,1.6972505406141332,113.947367041907,22.5291225449346,2018-12-11 15:54:00,50,113.954392,22.535928,71
19,19,19,19,218,114.0504638915454,22.454603846811363,B,0.5,38.43900331204511,1.0851786220944508,113.95014569908258,22.542882789188525,2018-12-11 15:54:00,95,113.954392,22.535928,74
20,20,20,20,4,113.86437712755766,22.4445607126084,B,0.5,30.357903929762802,1.0553431822071393,113.96315056219323,22.535114953396448,2018-12-11 15:56:00,40,113.962177,22.541352,51
21,21,21,21,239,114.01925149798777,22.605386772364692,C,0.5,33.49936979003766,1.3126286338319026,113.95111829860926,22.53773596904438,2018-12-11 15:56:00,55,113.95200700000001,22.544188000000002,47
22,22,22,22,204,113.93218955247649,22.466902062138445,A,0.5,27.919224669813854,1.3794483042231531,113.9485925111894,22.55624249845232,2018-12-11 15:57:00,215,113.95630200000001,22.546269,55
23,23,23,23,107,113.90673188087135,22.602655240036913,B,0.5,37.97648840487636,1.0389054622212266,113.93945279341192,22.508702755460178,2018-12-11 15:58:00,105,113.947657,22.509065,1
24,24,24,24,92,113.84682145924332,22.530706811185475,A,0.5,25.08388758233359,1.7770088842165332,113.91406575608367,22.53676474190783,2018-12-11 16:00:00,85,113.921489,22.542571,10
25,25,25,25,97,113.89122982571449,22.45673340852999,A,0.5,25.803429461904553,1.016917586930577,113.91265448816088,22.540702678639537,2018-12-11 16:00:00,220,113.921489,22.542571,11
26,26,26,26,40,114.0238183321778,22.54699250997486,A,0.5,37.86617144913252,1.260153840552916,113.93406135017644,22.50310163237667,2018-12-11 16:01:00,5,113.939075,22.510614,14
27,27,27,27,226,113.91420467281677,22.532372879219714,B,0.5,35.75120990827411,1.2174597957244715,113.95967104161731,22.531817826286932,2018-12-11 16:01:00,175,113.96079099999999,22.530275,66
28,28,28,28,1,113.93344287900119,22.41971580428591,A,0.5,25.923467183006892,1.2617348231299663,113.94066844349459,22.50267062534104,2018-12-11 16:05:00,10,113.93291599999999,22.510441,19
29,29,29,29,71,114.00583817609194,22.5505661313648,A,0.5,33.73352763324697,1.172202647501901,113.927067664055,22.54294424246673,2018-12-11 16:05:00,60,113.928522,22.543616,24
30,30,30,30,100,113.9550977347617,22.59916126289405,A,0.5,39.32043824045736,1.9176947751869111,113.9496830805387,22.51870020190761,2018-12-11 16:05:00,30,113.947657,22.509065,0
31,31,31,31,161,113.86846856838687,22.43524235885645,A,0.5,30.9503353554273,1.3199858032269072,113.94424350355264,22.515304766421213,2018-12-11 16:06:00,55,113.94165,22.521807,35
32,32,32,32,184,113.99182081128694,22.481551721838755,A,0.5,33.18913916848581,1.2197166874484755,113.9342472897892,22.525011672964354,2018-12-11 16:06:00,65,113.93955600000001,22.525517,40
33,33,33,33,45,113.93428356332069,22.5254713435653,A,0.5,31.57658973269092,1.0445053999486902,113.94800802818277,22.504330396218663,2018-12-11 16:07:00,5,113.939075,22.510614,16
34,34,34,34,79,113.93983840511824,22.581847081773862,B,0.5,36.16049580053794,1.7528614818764183,113.9343040181876,22.54852773840047,2018-12-11 16:07:00,10,113.928522,22.543616,22
35,35,35,35,162,113.9381744713817,22.602858529295016,A,0.5,38.29302300787238,1.250979667144998,113.9493383565622,22.52923529944519,2018-12-11 16:07:00,15,113.94165,22.521807,37
36,36,36,36,31,113.9808223212713,22.516865186566868,C,0.5,34.89294119320344,1.2016860675376706,113.92793086641554,22.513068731696876,2018-12-11 16:08:00,5,113.91975,22.517717,12
37,37,37,37,52,114.02460742465679,22.557455021914894,A,0.5,36.222861694516006,1.0501113043300745,113.93278018539118,22.52274789335997,2018-12-11 16:09:00,30,113.93258,22.516243,46
38,38,38,38,170,113.88610718269548,22.441272184724827,C,0.5,36.18980013870282,1.786595469821883,113.943917462967,22.52594802825601,2018-12-11 16:09:00,65,113.94512900000001,22.52325,42
39,39,39,39,139,114.03571936007026,22.454432090605845,C,0.5,26.09626054882943,1.2881255495331698,113.94257510340748,22.531140844193363,2018-12-11 16:11:00,10,113.94321299999999,22.522191,31
