四海路西侧靠左,2018-12-12 17:55:00,2018-12-12 18:15:00,20,113.93291599999999,22.510441,203037
高新南七道北侧靠左,2018-12-12 16:50:00,2018-12-12 16:50:00,0,113.948268,22.538841,211205
高新南七道北侧靠左,2018-12-12 16:55:00,2018-12-12 17:40:00,45,113.948268,22.538841,211211
高新南七道北侧靠左,2018-12-12 16:10:00,2018-12-12 16:20:00,10,113.948268,22.538841,211213
高新南七道北侧靠左,2018-12-12 18:00:00,2018-12-12 18:45:00,45,113.948268,22.538841,211213
高新南五道北侧靠左,2018-12-12 17:05:00,2018-12-12 19:15:00,130,113.953524,22.540997,211231
高新南五道北侧靠左,2018-12-12 18:45:00,2018-12-12 19:15:00,30,113.953524,22.540997,211232
高新南五道北侧靠左,2018-12-12 17:05:00,2018-12-12 17:15:00,10,113.953524,22.540997,211238
高新南四道北侧靠左,2018-12-12 17:00:00,2018-12-12 17:15:00,15,113.963324,22.540668,211265
高新南三道北侧靠左,2018-12-12 17:05:00,2018-12-12 20:00:00,175,113.960522,22.543329999999997,211289
高新南三道北侧靠左,2018-12-12 18:35:00,2018-12-12 18:35:00,0,113.960522,22.543329999999997,211291
四海路西侧靠左,2018-12-12 18:55:00,2018-12-12 19:55:00,60,113.93291599999999,22.510441,203046
四海路西侧靠左,2018-12-12 18:35:00,2018-12-12 20:00:00,85,113.93291599999999,22.510441,203048
后海大道辅道(蛇口北段)西侧靠左,2018-12-12 18:25:00,2018-12-12 18:50:00,25,113.941676,22.530704,203064
荔园路(蛇口东段)北侧靠左,2018-12-12 16:10:00,2018-12-12 17:15:00,65,113.938447,22.50364,203293
荔园路(蛇口东段)北侧靠左,2018-12-12 18:30:00,2018-12-12 20:00:00,90,113.938447,22.50364,203298
荔园路(蛇口东段)西侧靠左,2018-12-12 18:00:00,2018-12-12 19:55:00,115,113.938447,22.50364,203317
荔园路(蛇口东段)西侧靠左,2018-12-12 18:10:00,2018-12-12 20:00:00,110,113.938447,22.50364,203318
