,119,113.97853640278538,22.43368730557541,A,0.5,32.6223021606164,1.6466716075782266,113.92400654742086,22.533725051955983,2018-12-20 09:37:00,115,113.92592900000001,22.527841,43
0,512,113.85243461239365,22.432169290751094,B,0.5,31.542983467953448,1.947161860141284,113.9448585504754,22.525851537623648,2018-12-20 09:38:00,20,113.945129,22.52325,43
1,143,114.012588781945,22.421200252022476,A,0.5,38.31112853709365,1.2533435925379135,113.94210644148096,22.501752009165145,2018-12-20 09:41:00,10,113.939075,22.510614,16
2,523,114.013130597321,22.472992458000146,A,0.5,39.778174994725376,1.7368718105783358,113.93906682644052,22.527932155730422,2018-12-20 09:41:00,80,113.939556,22.525517,40
3,285,113.91783372449476,22.572129110523434,B,0.5,34.219088390461046,1.0934541761685526,113.94140139604409,22.50704609075883,2018-12-20 09:45:00,105,113.947657,22.509065,2
4,452,113.99158292173244,22.56208364392881,C,0.5,28.907049190647363,1.1429702363138374,113.92746233178491,22.521936076584627,2018-12-20 09:46:00,75,113.933997,22.521671,9
5,492,113.91571350106787,22.4649397360568,A,0.5,36.90247408764208,1.133561607777326,113.94791543888904,22.52466568449761,2018-12-20 09:46:00,145,113.945129,22.52325,43
6,310,113.98221009435544,22.488541705113,B,0.5,35.267122334213745,1.7438735751201095,113.93377122967249,22.52798681000565,2018-12-20 09:49:00,10,113.939057,22.522691,38
7,725,114.03163365897572,22.641490009399,A,0.5,38.20650660667805,1.5212670021667392,113.96431085967865,22.5444294807533,2018-12-20 09:50:00,10,113.960384,22.545851000000006,54
8,170,113.86930545959886,22.427231616935643,B,0.5,33.487131046407086,1.111108719861929,113.93105974679662,22.51562473289397,2018-12-20 09:52:00,5,113.93258,22.516243,46
9,661,114.02020089642508,22.49213863881134,A,0.5,26.511327460828362,1.0570818712993797,113.94327000895012,22.497883693570362,2018-12-20 09:54:00,110,113.941691,22.506345,44
10,712,113.93815977830955,22.635890962432825,A,0.5,35.41129025663072,1.3230836046014134,113.94670153293178,22.53644999796332,2018-12-20 09:55:00,65,113.952007,22.544188,50
11,94,113.88554313585291,22.512510007282824,B,0.5,37.403166251761796,1.4031685461134762,113.9323230317964,22.506302538518653,2018-12-20 09:56:00,15,113.930613,22.508344,21
12,589,114.052712840875,22.48501477683876,A,0.5,31.39195035189448,1.914267999612336,113.94896258425301,22.537876389747435,2018-12-20 09:57:00,95,113.954392,22.535928,74
13,347,113.9888328259025,22.57332596637692,A,0.5,30.91846719592925,1.0411600688506095,113.93009153262275,22.518896902496504,2018-12-20 10:00:00,65,113.937374,22.525269,29
14,379,113.99021812885027,22.52353496450109,B,0.5,29.55348757024392,1.4518934709534819,113.93754092056277,22.515863915237457,2018-12-20 10:01:00,80,113.942471,22.523304,33
15,276,113.87747994508905,22.45802440604138,C,0.5,28.037192891955584,1.1138632821800238,113.95619237318027,22.51828600844286,2018-12-20 10:02:00,50,113.947657,22.509065,1
16,29,113.9330616718202,22.46514916993952,A,0.5,32.63599496676086,1.0159183770250295,113.94444813428328,22.54820106124202,2018-12-20 10:03:00,15,113.953524,22.540997,64
17,95,113.93940464422056,22.584733614281298,C,0.5,27.5886308142609,1.7966688090787908,113.9249071077213,22.51496647182955,2018-12-20 10:03:00,20,113.930613,22.508344,21
18,400,113.96950450687812,22.592941939778733,B,0.5,33.31714810076062,1.499318678369547,113.94784667627754,22.52161377284073,2018-12-20 10:04:00,35,113.943213,22.522191,30
19,402,114.01471155046131,22.55125092556265,C,0.5,26.5254976341399,1.8197259724629704,113.94661809383311,22.530454054262247,2018-12-20 10:04:00,35,113.943213,22.522191,31
20,506,113.88141963584765,22.57140803526844,A,0.5,29.420148008566198,1.3651878870540028,113.9368484441403,22.51486894573287,2018-12-20 10:04:00,95,113.945129,22.52325,42
