,2018-12-30 10:10:00,2018-12-30 10:15:00,2018-12-30 10:20:00,2018-12-30 10:25:00,2018-12-30 10:30:00,2018-12-30 10:35:00,2018-12-30 10:40:00,2018-12-30 10:45:00,2018-12-30 10:50:00,2018-12-30 10:55:00,2018-12-30 11:00:00,2018-12-30 11:05:00,2018-12-30 11:10:00,2018-12-30 11:15:00,2018-12-30 11:20:00,2018-12-30 11:25:00,2018-12-30 11:30:00,2018-12-30 11:35:00,2018-12-30 11:40:00,2018-12-30 11:45:00,2018-12-30 11:50:00,2018-12-30 11:55:00,2018-12-30 12:00:00,2018-12-30 12:05:00,2018-12-30 12:10:00,2018-12-30 12:15:00,2018-12-30 12:20:00,2018-12-30 12:25:00,2018-12-30 12:30:00,2018-12-30 12:35:00,2018-12-30 12:40:00,2018-12-30 12:45:00,2018-12-30 12:50:00,2018-12-30 12:55:00,2018-12-30 13:00:00,2018-12-30 13:05:00,2018-12-30 13:10:00,2018-12-30 13:15:00,2018-12-30 13:20:00,2018-12-30 13:25:00,2018-12-30 13:30:00,2018-12-30 13:35:00,2018-12-30 13:40:00,2018-12-30 13:45:00,2018-12-30 13:50:00,2018-12-30 13:55:00,2018-12-30 14:00:00,2018-12-30 14:05:00,2018-12-30 14:10:00,2018-12-30 14:15:00,2018-12-30 14:20:00,2018-12-30 14:25:00,2018-12-30 14:30:00,2018-12-30 14:35:00,2018-12-30 14:40:00,2018-12-30 14:45:00,2018-12-30 14:50:00,2018-12-30 14:55:00,2018-12-30 15:00:00,2018-12-30 15:05:00,2018-12-30 15:10:00,2018-12-30 15:15:00,2018-12-30 15:20:00,2018-12-30 15:25:00,2018-12-30 15:30:00,2018-12-30 15:35:00,2018-12-30 15:40:00,2018-12-30 15:45:00,2018-12-30 15:50:00,2018-12-30 15:55:00,2018-12-30 16:00:00,2018-12-30 16:05:00,2018-12-30 16:10:00,2018-12-30 16:15:00,2018-12-30 16:20:00,2018-12-30 16:25:00,2018-12-30 16:30:00,2018-12-30 16:35:00,2018-12-30 16:40:00,2018-12-30 16:45:00,2018-12-30 16:50:00,2018-12-30 16:55:00,2018-12-30 17:00:00,2018-12-30 17:05:00,2018-12-30 17:10:00,2018-12-30 17:15:00,2018-12-30 17:20:00,2018-12-30 17:25:00,2018-12-30 17:30:00,2018-12-30 17:35:00,2018-12-30 17:40:00,2018-12-30 17:45:00,2018-12-30 17:50:00,2018-12-30 17:55:00,2018-12-30 18:00:00,2018-12-30 18:05:00,2018-12-30 18:10:00,2018-12-30 18:15:00,2018-12-30 18:20:00,2018-12-30 18:25:00,2018-12-30 18:30:00,2018-12-30 18:35:00,2018-12-30 18:40:00,2018-12-30 18:45:00,2018-12-30 18:50:00,2018-12-30 18:55:00,2018-12-30 19:00:00,2018-12-30 19:05:00,2018-12-30 19:10:00,2018-12-30 19:15:00,2018-12-30 19:20:00,2018-12-30 19:25:00,2018-12-30 19:30:00,2018-12-30 19:35:00,2018-12-30 19:40:00,2018-12-30 19:45:00,2018-12-30 19:50:00,2018-12-30 19:55:00,2018-12-30 20:00:00,2018-12-30 20:05:00
0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,2,1,0,1,0,1,0,0,1,1,0,0,1,2,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,1,0,1,0,3,0,0,0,0,0,1,0,0,1,1,0,1,2,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,0,1,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,3,7,0
1,1,0,0,1,1,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,1,0,1,1,2,0,0,0,1,0,3,1,1,1,1,0,0,0,0,0,1,2,2,3,0,1,0,0,2,0,1,0,1,1,1,0,1,1,3,2,2,0,2,3,0,2,1,1,0,2,3,2,0,1,0,3,1,1,0,0,3,2,1,2,3,0,1,1,0,0,1,2,2,2,0,1,2,1,0,2,0,2,1,0,1,1,0,2,2,0,0,0,2,0,1,20,1
2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0
3,4,2,0,1,2,3,1,0,3,2,1,1,0,2,1,1,2,1,1,0,0,0,1,1,2,0,0,1,0,2,2,0,0,1,0,2,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,4,0,2,1,0,1,1,0,0,2,1,0,0,1,1,0,0,3,0,0,1,0,1,0,2,4,1,1,0,1,2,2,0,1,0,1,1,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,2,1,5,26,0
4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,0,0,3,0,1,1,1,1,2,1,0,0,1,1,2,1,2,0,0,0,1,2,0,0,1,1,1,0,0,0,1,1,0,0,3,0,1,0,0,2,2,0,0,3,1,1,1,1,0,0,2,1,1,0,0,1,3,2,2,1,1,2,3,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,2,0,2,0,2,0,3,1,1,0,3,1,1,2,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,3,17,0
7,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,1,0,0,1,2,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1,0,1,1,0,0,0,0,0,4,8,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
